meeting_date,t_statement,t_pressconf,score_stmt,score_qa,delta_score,reactions
31-07-2024,14:00:00,14:30:00,4.907577673594157,4.340137205123901,-0.5674404684702559,{}
18-09-2024,14:00:00,14:30:00,1.914279619852702,5.418758263190587,3.504478643337885,{}
07-11-2024,14:00:00,14:30:00,2.50325616200765,4.786193056540056,2.2829368945324062,{}
18-12-2024,14:00:00,14:30:00,2.18692413965861,3.3981409390767414,1.2112167994181315,{}
29-01-2025,14:00:00,14:30:00,5.072855154673259,5.326322422027588,0.25346726735432945,{}
19-03-2025,14:00:00,14:30:00,5.020399411519368,5.1020563159670145,0.08165690444764628,{}
07-05-2025,14:00:00,14:30:00,6.6083610852559405,5.162252535422643,-1.4461085498332977,{}
18-06-2025,14:00:00,14:30:00,6.337617556254069,5.430956883089883,-0.9066606731641862,{}
30-07-2025,14:00:00,14:30:00,5.265612602233887,5.137868705003158,-0.12774389723072854,{}
17-09-2025,14:00:00,14:30:00,2.318388303120931,2.7798460578918456,0.46145775477091444,{}
29-10-2025,14:00:00,14:30:00,1.7565827369689941,4.5611022068904,2.8045194699214058,{}
